,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,CLASS
0,0.034894224,0.017515022,-0.02966398,-0.039119758,0.31494367,0.19104515,0.4868942,0.14109741,0.26460686,-0.058394313,0.09632415,0.01996496,-0.224665,-0.09761567,-0.0056976383,0.1294299,0.112109356,0.10320553,0.10299817,-0.007223318,0.034452055,0.22326125,0.06569163,0.024894977,0.16050228,0.123117246,-0.069818884,0.48504624,-0.014990736,0.0078001088,-0.4079009,-0.16220076,0.17524642,0.062489375,0.05687694,0.15659496,0.24652818,0.14370297,-0.11870001,0.06827369,-0.06538469,-0.16055553,0.011994984,-0.1714496,0.020741217,-0.13663061,-0.034632906,0.018041389,-0.16227102,0.0011875301,-0.0031274995,0.26847303,0.04650779,0.04611355,-0.30828586,0.2387553,-0.12501672,0.23738807,-0.14909956,0.049180504,0.38445637,0.14723246,-0.35773656,-0.0084519265,-0.010898236,0.062721126,-0.1293235,0.18982683,-0.28604257,0.024409391,0.14198035,-0.14122176,-0.05037958,0.3022673,-0.1458285,-0.19294278,-0.14013349,-0.10037943,0.08063224,-0.22652143,-0.15503623,0.04883484,-0.024148699,0.24449985,0.19274789,0.19706298,-0.020893738,0.16880983,-0.24518204,-0.16784304,0.08648204,-0.19428648,0.093953714,0.017392186,-0.2625004,0.02149637,-0.09714221,0.09765821,-0.108587414,-0.07096152,1
1,0.057200186,0.034201708,-0.049689896,-0.06627628,0.5129565,0.3226591,0.8167309,0.23144436,0.4333656,-0.097173356,0.16060768,0.026489237,-0.36438617,-0.1622194,-0.008749423,0.20459826,0.17997567,0.18883608,0.17721207,0.00041157,0.037678286,0.36719745,0.11379023,0.043141667,0.27011433,0.20947282,-0.10713974,0.8092191,-0.021805862,0.0014122314,-0.6763912,-0.26693738,0.2863229,0.11559892,0.0834929,0.25517017,0.40006056,0.25143614,-0.18681446,0.12124426,-0.105928436,-0.27485332,0.018251134,-0.2941749,0.03150917,-0.23756635,-0.058403302,0.043994553,-0.2768241,0.012418023,0.0027017088,0.44627,0.07253549,0.08133247,-0.5052078,0.3989775,-0.20242941,0.40945724,-0.25238225,0.08430662,0.64193034,0.23510695,-0.6087495,-0.02398141,-0.016509727,0.100933164,-0.22409879,0.3329806,-0.4777924,0.038169067,0.24319279,-0.23371781,-0.07241772,0.5041584,-0.25334382,-0.3245844,-0.24831232,-0.16608706,0.12691708,-0.38014668,-0.25550658,0.08488669,-0.03164488,0.4019737,0.320129,0.31413895,-0.024220325,0.28924647,-0.42092508,-0.26695073,0.15234889,-0.32756305,0.15288676,0.036737893,-0.43772313,0.037710443,-0.16210942,0.15023032,-0.18229726,-0.13026597,1
2,0.05807575,0.039743356,-0.04898587,-0.06734695,0.52862835,0.33805984,0.860767,0.23795593,0.4500119,-0.10186683,0.16722563,0.022319816,-0.37972116,-0.1735549,-0.0121185845,0.21064863,0.18845572,0.20684974,0.18711454,0.005546719,0.031463888,0.3815522,0.11703249,0.049300708,0.28483889,0.22330078,-0.11138293,0.85270256,-0.01823837,-0.0011220813,-0.710059,-0.28227305,0.29665834,0.124347165,0.0835574,0.2659702,0.4135394,0.26840627,-0.19006088,0.13045722,-0.112166405,-0.29144996,0.022114336,-0.31448746,0.032494232,-0.25149778,-0.061832532,0.05331716,-0.29477948,0.018866885,0.007407958,0.4651286,0.074336216,0.080808476,-0.5215829,0.41727352,-0.20997366,0.43372,-0.26765433,0.089028716,0.6763541,0.2408078,-0.642958,-0.03171617,-0.016544454,0.104423665,-0.23942378,0.36036646,-0.5019266,0.036748033,0.25729683,-0.2493433,-0.06925617,0.5306537,-0.27397245,-0.34007433,-0.26960897,-0.17669399,0.1335468,-0.39819705,-0.2661853,0.094625585,-0.03337853,0.4181849,0.33543223,0.32373205,-0.020834256,0.30860364,-0.44903317,-0.27499133,0.16349006,-0.34289253,0.15929973,0.04423427,-0.4590741,0.03882435,-0.16941439,0.15140334,-0.19308022,-0.1429203,1
3,0.03949668,0.022195073,-0.033972338,-0.048686057,0.359377,0.22712612,0.57145745,0.160529,0.30642807,-0.06743408,0.11281729,0.017934289,-0.25757626,-0.114935555,-0.006089894,0.14533445,0.1266936,0.12444425,0.11988584,-0.0045294017,0.03266062,0.2576373,0.08059102,0.030268282,0.18575114,0.14297946,-0.078835316,0.5627822,-0.017947782,0.0039430493,-0.4717777,-0.18519741,0.20413691,0.07477896,0.06011481,0.17796773,0.28262603,0.17176798,-0.1358315,0.07897378,-0.07282557,-0.19032183,0.01312745,-0.2019661,0.022132212,-0.16229428,-0.038880117,0.02605062,-0.1910823,0.0071434826,-0.0010769445,0.3138148,0.053065494,0.055190183,-0.35581887,0.27858606,-0.14127591,0.2808471,-0.17238148,0.059296235,0.44790184,0.16827108,-0.42338392,-0.014978311,-0.015218207,0.0698509,-0.15217477,0.22820401,-0.33220685,0.025395494,0.16750528,-0.16259024,-0.05511905,0.34934172,-0.17527051,-0.22273856,-0.16763896,-0.11474112,0.091192886,-0.26511824,-0.1766878,0.056314394,-0.021344522,0.28070843,0.22481285,0.2235371,-0.020454299,0.20208208,-0.28900853,-0.18943956,0.10215351,-0.22848834,0.11065379,0.022942897,-0.30283925,0.022105666,-0.11048241,0.108441316,-0.12681459,-0.08590749,1
4,0.043636844,0.021104112,-0.035259705,-0.045592535,0.3918759,0.2350277,0.59564185,0.17706509,0.32676134,-0.074636154,0.11891501,0.02761117,-0.28170067,-0.11938463,-0.006805148,0.1647447,0.14375968,0.11960976,0.124112986,-0.01151208,0.048679724,0.27543303,0.08274724,0.032419212,0.19408293,0.14991376,-0.08736178,0.599843,-0.02062909,0.013329854,-0.50558716,-0.20169365,0.21780124,0.07414834,0.07429336,0.1930411,0.30971855,0.17562625,-0.15164132,0.081789576,-0.082129374,-0.19712308,0.015366772,-0.21016479,0.029755557,-0.1640286,-0.043433644,0.019125884,-0.1970363,-0.0009956181,-0.0067011714,0.32914317,0.06011049,0.05814286,-0.38188607,0.29777876,-0.15263824,0.29064065,-0.18180428,0.061323114,0.47836703,0.18371843,-0.4379444,-0.0072621764,-0.012248009,0.07984517,-0.15666032,0.23020545,-0.3534363,0.029739415,0.17265622,-0.17162116,-0.066244975,0.3717073,-0.17532554,-0.23625536,-0.1687772,-0.12282386,0.102409735,-0.2815563,-0.19357629,0.06083836,-0.030894723,0.30343983,0.24012694,0.2489738,-0.029347265,0.20416994,-0.2981938,-0.21060583,0.10507108,-0.23739803,0.113342345,0.018677296,-0.32153904,0.028708851,-0.11755385,0.12517126,-0.13337424,-0.08640439,1
5,0.045856327,0.026104933,-0.038756143,-0.050293826,0.40671653,0.25448897,0.6424589,0.18335156,0.34279293,-0.07840951,0.12665026,0.02486386,-0.29152948,-0.12910886,-0.0069208713,0.16684793,0.14730382,0.14076518,0.13250323,-0.0043394854,0.039382406,0.28837442,0.088212974,0.034423016,0.20805827,0.16443452,-0.0886337,0.6397186,-0.017950872,0.0072072507,-0.5353764,-0.21338476,0.2285207,0.08600954,0.07116508,0.20146751,0.3209572,0.194749,-0.15126394,0.09134015,-0.08540969,-0.21309137,0.0129052205,-0.23121612,0.027767943,-0.18148828,-0.044883776,0.031466667,-0.21442695,0.005210567,-0.0018462563,0.35023466,0.05918954,0.06236412,-0.4016237,0.31275597,-0.16235921,0.31624958,-0.19606708,0.06480946,0.50662124,0.18984772,-0.4758719,-0.013917744,-0.013540091,0.08120693,-0.17185451,0.25718403,-0.37667117,0.028456394,0.18781407,-0.18401241,-0.062115464,0.39540216,-0.19528052,-0.25500926,-0.18940158,-0.13152166,0.1040831,-0.29863286,-0.20347813,0.06468015,-0.02825733,0.3194686,0.25455135,0.254649,-0.024364246,0.22236085,-0.32766563,-0.2153175,0.11525345,-0.25664473,0.12272304,0.026704704,-0.3454093,0.030200047,-0.12676235,0.12537293,-0.14370446,-0.0972001,1
6,0.062466796,0.04013001,-0.05526945,-0.07794119,0.57551056,0.36599582,0.9265107,0.25919637,0.4886501,-0.10879938,0.1810743,0.024707392,-0.4074743,-0.18679565,-0.012596417,0.22835876,0.20117858,0.21303947,0.19420816,-0.0035070963,0.04420838,0.41380805,0.13056657,0.05039895,0.30129713,0.2325291,-0.12062473,0.91217935,-0.026464684,0.00079774426,-0.7563286,-0.29857966,0.3274146,0.1261942,0.09264991,0.28802782,0.4496188,0.2824747,-0.21494453,0.13517633,-0.116788164,-0.31063628,0.019973848,-0.326368,0.033012882,-0.26680025,-0.063837126,0.051352747,-0.31478155,0.014841956,0.0033762115,0.5068989,0.08186781,0.08708985,-0.5707235,0.44855332,-0.22575182,0.4577989,-0.28306767,0.09583503,0.72110504,0.2688141,-0.6877198,-0.030259086,-0.023417147,0.1117931,-0.25023052,0.3743887,-0.5352393,0.04202752,0.27249646,-0.26501608,-0.08234772,0.5663574,-0.29121637,-0.3636192,-0.27467304,-0.18849103,0.14499824,-0.4256536,-0.2837374,0.096437566,-0.034749195,0.45195478,0.36009437,0.35365924,-0.031025317,0.33124393,-0.47174913,-0.3006885,0.16797212,-0.36850968,0.17993392,0.037388876,-0.49025816,0.03987903,-0.17846602,0.16663545,-0.20867178,-0.14535785,1
7,0.05515651,0.03285636,-0.04615382,-0.06464476,0.4964342,0.31510514,0.7922952,0.22358827,0.42099097,-0.09601645,0.15429646,0.024875684,-0.35834554,-0.15651391,-0.008494225,0.19878648,0.17678212,0.18147644,0.17352134,0.0010053349,0.036059275,0.35696018,0.10927868,0.04220371,0.26283494,0.2044968,-0.10325686,0.78736645,-0.020093372,0.0042117694,-0.66141725,-0.25954637,0.27990344,0.11085236,0.0830075,0.24718554,0.3876854,0.24313943,-0.18175878,0.118880704,-0.10352184,-0.26885,0.019345446,-0.28817812,0.0326095,-0.23250988,-0.055798735,0.039727516,-0.26792952,0.01230891,0.0020020276,0.43164882,0.073010705,0.07921111,-0.489006,0.38767326,-0.19811092,0.39922,-0.24652049,0.08164166,0.6263662,0.22507215,-0.59041446,-0.025275445,-0.015061452,0.09728975,-0.21589836,0.32565293,-0.4672217,0.036822394,0.2364534,-0.22691748,-0.07107521,0.49005473,-0.24694699,-0.3148498,-0.24215454,-0.16177353,0.123926386,-0.3691562,-0.25005075,0.08432913,-0.031916622,0.39246613,0.31184167,0.30596688,-0.021256229,0.28251293,-0.40981737,-0.25941283,0.14745207,-0.31626168,0.14625962,0.037856452,-0.42640147,0.035075076,-0.15769535,0.14655204,-0.1764112,-0.12509729,0
8,0.056237824,0.03198714,-0.047534574,-0.067233,0.5007134,0.31480652,0.79677993,0.22540803,0.42490208,-0.09334115,0.15794796,0.025671815,-0.3572415,-0.16058818,-0.010010817,0.20266432,0.17784208,0.17829667,0.16951175,-0.0031850722,0.041943274,0.3577883,0.108449236,0.041744214,0.26017073,0.202251,-0.10784335,0.79120076,-0.022141108,0.003222885,-0.6597245,-0.25876653,0.2816893,0.10780605,0.08630099,0.2483203,0.3931123,0.242363,-0.18712308,0.11604561,-0.10471443,-0.2663663,0.0168279,-0.28280365,0.030522414,-0.2266942,-0.056862693,0.039814204,-0.26872063,0.009229614,0.0009342912,0.4369023,0.07267009,0.07752608,-0.4954239,0.38754144,-0.19985135,0.39507133,-0.24314219,0.08129918,0.6250925,0.23196296,-0.59281784,-0.021526325,-0.020068722,0.09791408,-0.21569327,0.32270846,-0.46414325,0.03736392,0.23421863,-0.22842956,-0.07409155,0.48886952,-0.24712123,-0.3136997,-0.23660529,-0.16324311,0.12584947,-0.36887023,-0.2489653,0.082480654,-0.03168153,0.39316908,0.31107718,0.30917224,-0.02594371,0.28195617,-0.4075083,-0.26348406,0.14564848,-0.31639314,0.15156882,0.0345534,-0.4269505,0.036388226,-0.15728642,0.14969274,-0.17795663,-0.12425755,1
9,0.052731063,0.031541023,-0.046058103,-0.06201032,0.4686351,0.2957023,0.7461174,0.2129783,0.39811924,-0.08798772,0.14746952,0.022557802,-0.33293477,-0.14886983,-0.008617272,0.1872191,0.16458794,0.16996585,0.1619459,-0.0013062333,0.035211902,0.33523002,0.10226005,0.04089629,0.24544477,0.18983336,-0.09947283,0.73926145,-0.022364704,0.0013194993,-0.61849767,-0.24302192,0.2641916,0.10272452,0.07942993,0.23205157,0.36643788,0.22979821,-0.17281711,0.1089114,-0.09676715,-0.2513428,0.017096514,-0.26819757,0.030406795,-0.21521018,-0.05288121,0.039309416,-0.25512713,0.0105980225,0.0027758672,0.40803203,0.06693373,0.07195111,-0.4636797,0.3634174,-0.18648152,0.37147617,-0.22870822,0.07725358,0.58570373,0.21472351,-0.5586601,-0.021606958,-0.016698467,0.09112411,-0.20497721,0.30440232,-0.43647298,0.035451274,0.22146851,-0.21387385,-0.06710006,0.46005324,-0.23327224,-0.2943671,-0.22366814,-0.15481709,0.11575077,-0.34616777,-0.23442571,0.077046886,-0.027873037,0.3686577,0.29078862,0.28798154,-0.02186731,0.2663943,-0.38351718,-0.24511962,0.13797563,-0.300346,0.14209531,0.033211675,-0.39940265,0.035229962,-0.147527,0.137356,-0.1676231,-0.11733663,1
